train_reviews,train_ratings
charming hotel with perfect Old Town location,5
"Great service,",5
Great,5
Dont sell your familes health for a discount,2
Awesome stay,5
Worthy of a Return,4
Best stay ever!,5
Great Property - Excellent Staff,5
Great Stay!,4
Close and Convenient,4
"Average Room, Clean, Good for the price. You need a car",4
Awesome Family Trip,5
Very Nice,5
Great place to Decompress!,5
Nice Stay,4
Anniversary weekend at hotel emma,5
Meetings,5
Business trip with an unexpected surprise,4
"Close to everything, but customer service is not worth it.",2
Great hotel for business meetings.,4
"Great hotel with included meals, close to Disneyworld",4
Great,4
Made me feel like I was visiting friends that I hadn't seen in a while.,5
The New Place to Stay in Waikiki!,5
"Helpful Staff, Clean Rooms",4
"Local charm, excellent value and perfect location and price",5
Beautifully decorated only minor issues,4
Not Marriott O'Hare and Renaissance,3
Excellent Place to Stay,5
Weekend trip to visit Daughter at FSU,3
Would Not Recommend,2
"What a crappy place. Dirty, smelly, gross.",2
Always my First choice!,5
Couldn't ask for a better room!,5
Great location,4
Wonderful Wedding Weekend Experience,5
Best I found in this area so far,5
Good location,5
"Staff phenomenal, had higher expectations for the room though",4
Another very good visit at the Galleria Park,4
Wonderful stay,5
Great weekend in Chicago!,5
Worst hotel - not honest,1
"GOOD VALUE, CLOSE TO BEACH",4
Overall not bad,3
Just an okay hotel but red flags initially everywhere.,3
WORDS CAN'T DESCRIBE MY STAY HERE!,5
Boutique type hotel in perfect location,4
"Friendly environment, convenient location",4
Great price for the location,4
Wonderful hotel and location.,5
Good central location,4
"A okay 3 star hotel, not high end at all.",3
Location,5
Highlight to the day !!,5
Another excellent Orlando Hampton.,5
Great place in Anaheim,4
Very unique place and atmosphere that has character,5
Clean and quiet,4
Wasn't worth it,2
Friendliest Hotel.,5
Great Experience,5
NOT what the hotel website claims,2
Quick family vacation,4
Charming,5
Nice hotel!,5
A comfortable stop on your journey,5
"Nice location, spacious suites",4
great for conference,5
Great Inn,4
quite nice really...shame about the constant noise,4
Vacation,5
GREAT PLACE TO STAY,5
Nicest Hotel I've Ever Stayed In,5
Great Location - Average Hotel,3
Good location,3
New Years eve,5
The hotel doors hardly close and open very well. There was...,1
Very nice friendly place,4
Katie and Marks Wedding,5
Mostly excellent stay,5
Our annual Oktoberfest visit to Helen staying at the Riverbend Motel.,5
Pretty good but not the best,3
Decent Stay...,5
Terrible,1
Shame about the flight path,4
Eden Roc is a hidden gem in Anaheim!,5
Really suprised at how my reservation went and the noise!!,2
Biker Friendly,5
Nice hotel in the Loop,4
Average,3
Adequate hotel,3
Magical experience! Best location.,5
Nice historical building and good location place to stay,3
Not Worth It,2
Good hotel for ABEM,4
Great experience!,5
Nice facility for a meeting,4
Pigeon forge,3
Nice airport hotel with good service and ample parking,4
Nice hotel in a central location,5
Affordable and average,3
Pretty Nice,3
Comfortable stay,5
Not conducive to business travelers,3
October in NOLA,5
Thrive conference,4
"Very Clean, Good Food, Nice Neighborhood",5
Great Family Stay Before A Cruise,4
Fine,4
Great hotel for business stay!,4
Our stay at Inn ar Virginia Mason,3
Not so great,1
Big thanks to Tamika!,5
Great location,4
Gross and smelly. Needs new cleaning staff.,2
Very impressed with Quality Suites!,5
Small disappointment but made the best of it,3
Good location beautiful hotel,4
Loved Staying Here and miss it already!,5
Clean place to stay for a night,2
Conveniently located,4
Lovely respite,5
Vintage at it's best,5
Very Disappointed,2
Great Hotel Staff,5
Cozy and Comfortable,5
The Review of Two Rooms,2
"Great Value, Great Location",4
"OMG, be careful!",1
good place to stay on low budget,3
Art Deco heaven,4
Great Experience,5
Very clean with full kitchen and free breakfast!,4
I FEEL SOOOO. . . GUILTY WRITING THIS!,3
Better than others,3
Always Enjoy Staying Here,5
Great history,4
Excels in every way,5
Amazing Stay,5
Really Excellent!,5
Good location but rooms need work,3
"Average, noisy, but clean",3
Friendliest staff,5
Room air quality not that good,2
Family Friendly Hotel,4
Good stay,4
Great buget hotel,5
Amazingly comfortable bed,4
Worst service ever! Paid boutique prices for mid-level hotel.,2
Great location,4
Great for a quick overnight between flights,4
Weekend Get Away,4
Great Choice,4
ALWAYS GOOD,5
Friendly Hotel in a Great Location,5
"Nice hotel, nice rooms",4
Great place to stay in French Quarters,5
Chicago Trip for wife's Birthday,5
Clean and reasonable,5
Consistently a great place to stay!,5
Traveling Back In Time,5
Great hotel for the whole family,5
ADA Room,3
A gem of a hotel,5
Hmmm... Annex,2
Stay in San Diego,4
"Gorgeous courtyard, great location",4
Family friendly.,5
Best Weekend Ever!,5
"Clean, quiet",4
Great Food and Service,5
great service,5
Nice and good breakfast,4
DAL Market Center Hilton Garden Inn,3
good experience,4
one of the worst hotels we had stayed in during our time in america,2
Beautiful Hotel,4
Dated tiny room,2
Great choice!,5
A charming hotel,4
Christmas Eve,4
Do not stay here,1
Dirty walls and spots on carpet,2
Dirty and stuffy,1
A Wonderful Welcome,2
Peaceful Relaxing,4
Excellent choice,5
Nice Hotel,4
nice suites,4
Great Location!,4
very piecful,5
Not for me,1
Amazing stay!,5
SAN DIEGO STOP-OVER,4
Ultimate Staycation,5
Nice Solid HGI,5
Very Nice,5
No Complaint stay!,5
"Wow! Attractive, Comfort Service",5
First Class,5
Amazing room and Stunning Views!,5
Well Located,4
"Excellent, well appointed property!",5
Amazing experience,5
Would return here again!,5
Stay there almost every Disney trip,4
Nice place to stay,4
How can you beat a champagne welcome,4
Beautiful place!,5
Great place to stay for the price and location.,4
Wonderful hotel great staff,4
Will stay again!,4
Very enjoyable stay,4
Needs renovation but you can't beat the location and the staff!,4
Great stay at Orchid Key Inn,5
"Nice, pleasant atmosphere",4
We thought we were back in Europe,5
Great Location for Conference,5
"Great Place, Great Setting, Great Service",5
"Undergoing alot of construction that is bothersome, but the STAFF make upp for it!",4
Excellent Hotel!!,5
No haba chinches,2
Low budget option,3
Best Choice near Buffalo-Niagara Airport,5
Friendly/Courteous Staff,4
Reminds of being a kid again.,5
Nice hotel downtown,5
No Wow factor,3
Poor cleaning,1
"Great Location, Great Service",5
Perfect location,4
"Incredible location, friendly staff, great deal",5
Every Negative Thing You've Read is TRUE.,2
"If you don't let fear of the neighbours put you off, you'll get a great deal",4
seaworld,4
Beautiful landscaping,5
First impression,5
One night stay,4
Great value and location,4
Convenience and Quality Add Up To Great Stay!,5
Beautiful hotel!,5
Concert,4
My Alone Time With Hubby,5
good Value,4
Guest of St. James,5
"Decent hotel, decent location",4
Excellent stay,5
Unhappy in old town,3
Bring Ear Plugs,3
Excellent Service,5
Fine for a short stay,4
"New, Clean, Friendly, Spacious, Well Designed",4
Inviting and welcoming manager and staff. They go above and beyond to make every visitor comfortable.,2
Not a terrible place to stay,3
Excellent! What you Expect from the Mandarin Chain,5
Great Boutique Experience,4
Somewhat disappointing,3
Awesome resort!,5
"My Stay at Hampton Inn Suites, Atlanta downtown",5
Great for convention,4
Another good stay,5
Good for price paid,4
"comfortable, convenient and economical accomodation in Telluride",4
Continued excellance,4
Rudest staff ever!!!!,2
Couples weekend in Greenville,5
Excellent Value in the Loop,5
gem of a hotel,5
Good hotel but could be better,3
Portland area hotel,5
New Favorite!,5
Great stay,4
The room was great. The only problem I had was that I...,3
Lived up to it's name!,5
Needed rest before a long trip,5
Well appointed hotel in a great location,4
Very nice hotel,4
"Beautiful lobby, downtown location, comfortable room, welcomes dogs",4
Clean and Comfortable Hotel,5
wedding night,4
Functional perfection,5
Best place to stay on St Charles in New Orleans,5
Best Hotel in Chincoteague,5
2 day stay in San Diego (2 different hotels to try)- 2nd night here at Ocean Park Inn,4
Great Customer Service,5
Just a walk away from the needle,5
Great Place To Stay,5
NRA Whittington Center Visit.,4
Great experience!,5
"Spotlessly clean, extremely friendly staff and plenty of style",5
Great Atlanta Hotel,5
Great stay,5
Roach Motel,1
Wonderful Staff,5
A family experience,5
perfect stay,5
Called to Cancel,1
Great location and helpful staff,4
Braves game,4
Short stay for a wedding,3
Very comfortable beds!,4
One of the best hotels in San Francisco,5
GREAT service by staff,4
Comfort in the heart of San Francisco,4
Hotel with a view,5
Great location,4
Old but good motel,4
Double charged me!,1
I got stuck in the elevator for 40mins,2
What more could you want Hotel Sorrento makes for a perfect Seattle stay.,5
Perfect!,5
Disney trip,5
Convenient location,4
Great new hotel with current dec trends,5
"Perfect location, great rooms, the beach at your door",5
Outstanding,5
Okay,3
Good value,4
Okay,3
Empty promises,1
Quality staff and treatment,5
It is a Mandarin!,5
Well Done,5
Last minute Orlando stay,5
very good,4
Not a typical Courtyard,5
A hassle,3
Pleasure trip,5
Worn and tired hotel masquerading behind a plush foyer,2
Excellent Value,4
gateway getaway,5
Handy and extremely clean,5
Emma,5
loved it!,4
First class treatment,5
Very comfortable and inexpensive establishment,5
Nice location and price,3
Great location,3
Good place needed a quieter room.,3
Spacious rooms and bathrooms.,4
AWESOME place to stay while visiting Disney Resort,5
Get Better bedding,3
Everything was out of service,2
Stepped out of our comfort zone,5
Dissappointed,3
"If you don't mind walking a bit, the location is perfect",4
Awful.,1
Second time staying at the Four Points Sheraton French Quarter,5
"Great hotel, Great Staff, Great Location!",5
Comfortable Airport Hotel,4
More than a little shabby,2
Awesome experience,5
Fabulous place to stay while you are in San Antonio,5
Overnight stay,4
not worth the price,1
Great Place!,5
Great Concert Overnight Hotel,4
"Great design, fun hotel",5
NO SMELL IN A SMOKING ROOM,5
Seven Times the Fun,5
"Del Sol Anaheim, California",5
"Good Hotel , great bed , excelent location !",4
Good for the money,4
"Clean, quiet, comfortable hotel with great people!",5
Happy birthday Son!,5
Typical Business Hotel,4
Beautiful property!!,5
Alabama Football Stay,5
"OK, if you need a place to stay",2
Oh my!,2
Great hotel for the price! Close to U of I,4
Great business stay over,5
Location and Price Was Just Right,4
So So,3
Hyatt House,5
Not Bad Would stay there again if in the area,4
College Drop off,5
Very nice,4
Couldn't have picked a better place! We will be back!,5
You get what you pay for,3
Nice hotel with spacious rooms,4
Kids loved the pool,5
My favorite hotel in NOLA due to great staff and location.,5
Good experience,3
Great Hotel!!,5
Great getaway for Locals,5
Wonderful anniversary experience!,5
"Nice Place , Off the City of Napa, but right on Hwy. 29",4
Nice hotel in convenient location,5
Great San Fran Hotel,5
"Safe, clean, and comfortable hotel!",5
A Refuge From The SLT Riff-Raff,5
In Chicago this hotel is a WINNER!,5
Very Good Location,5
very good value,4
Awesome,5
Great Location and Clean,4
Spring Break with the family,4
"Super hotel , awesome location",5
"Great, but the hot tub was not available.",4
Great!,5
Leaves a lot to be desired,2
Great stay,5
Hyatt at the Bellevue,4
Cleam quiet and friendly,5
Keystone Fire Fighter Conference at Greater Phila Expo center,5
Excellence at its best,5
Had a GREAT Birthday week-end for my husband!!!!!!,5
Can't wait to go back!,4
pretty good,4
Central location at a reasonable price,4
Great stay!,5
Low Budget but Convenient !,4
It should be a Motel and not a Hotel,2
Enjoyed my stay,4
Amazing Staff and Food,5
Our best bet,5
Bad service,3
DO NOT EVER STAY HERE!!,1
Weekend rates can't be beat for this quality hotel,4
WILL BE BACK.,5
Nice Hotel In A Good Location,5
Location/Location,4
Must stay,5
Review,3
Makes Hosting Events/Conferences Easy,5
Fantastic hotel experience,5
Just a room for the night,3
Courtesy and Location!,5
loved the location and shuttle service,5
Clean. New. Nice.,5
OMG!!!,1
Great location - unprofessional management and counter staff,2
Basic motel room,3
Just Fine,4
Great Hilton!!,4
long weekend,4
couple,4
Give it a try!,4
Im never disappointed by a Kimpton,5
Family vacation,5
Great hotel....amazing service. Prefect for families,4
Terrible dirty place,1
Great stay,5
Beautiful place for a conference,4
Do not go here ... :(,2
Rather eat elsewhere,2
Taking in Universal Studios,4
Relaxed atmosphere,4
Business/vacation,5
The staff couldn't be better,4
Clean Comfortable,4
When was the Poor Old Ac cleaned in our room Was bed or trampoline,2
Excellent hotel at reasonable price,4
Wedding Ocean Park Inn,5
Fantastic stay,5
Beautiful brand new Hotel,5
"Location, staff and breakfast add up to three stars",3
Nice stay in Phoenix!,5
Excellent Service.......Great Location,5
Not for a Tourist. Old and out of date.,2
No Hot Water!!!,1
Wonderful Night's Rest,5
A real find in Newport,5
"I love staying at this hotel when in Birmingham, Alabama",5
Excellent Hotel in La Jolla!!,5
Very comfortable!,5
Location,4
Outstanding stay,5
Perfect,5
Great place to stay in area,5
Superb in every way.,5
SEC Championship game,4
Good Choice,5
"Good location, great service a satisfied guest",5
Disappointing,2
Our go to.,5
Good value. Everything in site.,5
Great location!,4
Great location!,5
"Clean, beds are comfortable and AC is cold!",4
Bang..bang...bang...bang...bang... bang....bang....,1
Great Hotel but with some hiccups,3
Best in-town hotel in Atlanta,5
Loved it,5
Checks all the boxes,5
Friendly staff and great room,5
Super motel,5
Average stay,3
Convenient location off I-30,4
Meeting Room,5
LIpstick on a PIg,1
St. Patricks day,5
Very Clean Hotel With a Decent Breakfast Included in Price,5
A REAL bargain for the area!,5
Great hotel for the price I paid and Very friendly Customer service,5
wasn't what i had hoped,3
Beautiful renovation,5
Another great stay!,4
Good value - professional hotel,4
